Username,Address,Rating,Comment
Discover62735157646,VinWonders Nha Trang,2,"My family lets our nearly 3-year-old child play, and most of the children's games require height. There is a merry-go-round for children that requires a height of over 90cm. In the instruction sheet given, it is written that parents can be under 90cm, but when they arrive, they must be over 90cm to ride. In fact, the slow-motion game where parents can sit with their children but still have to be strict about every inch, parents will never want to let their children play in this area again. Everything may be fine, but even having an unsatisfactory experience will lead to the whole experience being the same. The female employee explained in the same way as to ignore the customer, just said no and then turned away without saying much. Attitude like disdain.I can't help but be disappointed after waiting an hour for my child to play and receiving such an attitude in return"
Anneka,VinWonders Nha Trang,2,"We went with our 6 yr old who has been on huge water slides in Bali and Australia, but in Nha Trang the height to go on all of the decent water slides was 130cm, and our daughter was slightly too short so couldn’t go on them. Disappointment was an understatement. The park is so huge that you can’t get round it in one day, and it is so hot in July."
Mike A,VinWonders Nha Trang,2,"Firstly, if your children are under 1.3m, don't bother going. 4 rides only for the shorter ones.If you are getting a taxi or Grab then be careful they don't stop earlier at a dodgy ticket office on the way. A girl rushes put and tries to sell u tickets. Fortunately I could see it was a scam and told the driver to go or I would get angry.The park is accessible by boat only. The cable car is out of operation, probably forever. Why, I don't know but guess its because of an accident.The boat takes 7 minutes.The park has more areas than just the water park. I am used to large American style water parks so maybe I might sound a little harsh.The facilities are okay, changing area, showers, lockers etc. You will need to pay a deposit for the locker.The rides are carried except for young ones. Teenagers will like it for sure. The parkour course is really cool if you have the guts to try it. Harnesses are provided but you still would need to be the adventurous type to have a go.Staff are really nice and smile wave and help for people and children is superb.Would I go again? No, not at all."
Flyer700220,VinWonders Nha Trang,2,"We visited on a heavily discounted ticket which included 1N2D and 3 meals. The good: the lodging and meals were excellent, apart from somewhat thin walls in the room - we could hear passion on one side and crying children on the other. We were supposed to have villa accommodation with the ticket but ordered 10 days before our visit and were given a room in the Discovery section. Meals were grandiose buffet style and were easily the best part of the weekend.The bad: the park is aged and overall terrible. It is sad to know that the typical Vietnamese will pay roughly a month salary for parents and 2 children to visit as we did. In Vietnam, creativity is largely absent and the idea of entertainment is still a foreign concept; typically it equates to whatever gaming zone exists at the largest shopping mall of a town or city. Vinpearl is merely a larger version of that with tired painted castles with no accessible interiors and an overall feel of corporate dystopia.For any foreigner familiar with 1st, 2nd or 3rd tier carnival or theme parks in your own country, lower your expectations significantly. Any Americans familiar with Disney, Six Flags, Cedar Point or even Wisconsin Dells, should take a hard pass on visiting, and only stick to the accommodation and beaches on the island which are quite nice.Expecting closures in the park, we were explicit in asking about what would be open before we purchased - we were assured everything had reopened post-lockdown. We phoned to check again the day before we left because of rainy weather and again were told ""all open"". Lying is one of the most consistent character traits here however, and on arrival we were first greeted by car-less gondolas and fallen cables despite sales people pushing the longest cable car in Asia when we purchased. Disappointments continued on the island with 80% of the park shuttered. Note, language here is key - nothing is 'closed' but everything is 'under maintenance' with no actual maintenance occurring. Rides were closed, but not so interesting and at best are of the variety of spinning midway rides circa 1981.The Aquarium was thankfully open, and features an extensive underwater tube walkway under an overloaded tank, but the displays and building are also dank and depressing. The only other area open was the zoo, which was disgusting and would certainly be grounds for closing the entire operation if it were in the West. Asia suffers from the biblical sense of Dominion, with no consideration for responsible stewardship of flora or fauna.The final irritation are the frequent stairs throughout the park - zero consideration is given for elderly, disabled or families with strollers. For example, 3 flights of escalators as the main arteries to travel the park end in additional stairs. The zoo walkways were tortuously uneven with a stroller and again, inexplicably, stairs are **frequently** placed in the middle of paths. Entering or exiting the Aquarium is by 2 flights of steep, slippery stairs - never with ramps or alternate entries. Benches and rest areas are infrequent. Drinking water access is also infrequent and only via overpriced vending machines. Hot, crowded, high-season would be a total nightmare. Park design is frankly anti-visitor. Avoid."
Ruben_Heather,VinWonders Nha Trang,2,"We visited in December and before going checked on the website to see if there were comments on rides being closed due to Covid. We didn’t see any and also when we bought our tickets there was nothing to say things would be closed. So  we paid the full price of 880,000 vnd per person. However on arriving things were very different. Only 3 rides were open in the first area and then in the water park only a few slides were operating. Also be aware that very few of the food outlets Are open. When we have visited other parks in Vietnam during Covid we have been informed before buying tickets that not all rides were working and were given discounts. Unfortunately, that was not the case today. I’m afraid we won’t be coming back."
1234emma,VinWonders Nha Trang,2,"No atmosphere, poor food, rides suited better to smaller children. The only ride that we were going to go on was the zip line but the cue was massive. Water park old. Beach was lovely. We spent the whole day on the beach, had one ride each and then went home. For £30 each wouldn’t recommend."
Mackensey S,VinWonders Nha Trang,2,"For 1, there is not enough staff. When the park is full of Chinese staff cutting in line, I wish there was some more staff around to stop it from happening. We were next in line for a coal ride when one women called her 20 person family in front of us. Staff didn’t even notice. There were people walking around with cigarettes and staff didn’t care. Someone vomited on the ride before us and the two men working spent 25 minutes looking for a towel and water to clean it. Then did it so slowly. Shouldn’t they be prepared for this situation? Other places I’ve experienced them clean it in 2-3 minutes max. Also there was still vomit on the chair after they cleaned it. The workers in the park were VERY unapproachable. They didn’t speak English, and would just ignore you or laugh at you and shrug if I asked them a question. The park itself is amazing, but the waiting line for the cable car, rude staff, low quality lotteria (our food was cold and order wrong, but the staff ignored us when we spoke to them in english to complain), and the incompetence just didn’t make up for it. I didn’t see many Vietnamese people in the park at all. It was all Russians, Chinese and Korean tourists. So why don’t they expect staff to speak English? If you want a GOOD theme park in Vietnam just go to Bana Hills."
Michael P,VinWonders Nha Trang,2,"1 hour in the line to the cable car. No, buying the ticket online will not save you any time or money. While price is similar, it takes them more time to locate your e-ticket in the system than to sell you in spot. 30-60 minutes waiting for every more or less worthy attraction. The famous Zip Line is available for 10 visitors per hour (they are making a lottery)The line for the bob car is about 2 hours. Plenty of pushing rude Chinese. On the way back, expect to wait for another hour for the cable car. They are confiscating all food and drinks at the entrance. So expect to buy all on spot. Shiny it’s looks from the shore, on spot, much sad picture. I wouldn’t come back again even for free."
Ayapys,VinWonders Nha Trang,2,"Get your tickets at the counter in VinPearl Land instead of buying online from other 3rd party websites.  Recommended to take the speedboat in and take the cable car out.You are not allow to bring your own water, they will check your bag.  Make sure you block the area that you queue, otherwise, some China Tourist will just cut your queues.  Very bad, no proper queuing system.Be prepared to queue under the hot sun for at least 1-2 hours for those normal rides and min 3 hours for Alpine Coaster rite.The wet park closes at 6pm."
Immi mathers,VinWonders Nha Trang,2,"Me and my boyfriend visited Vinpearl on our travels round Vietnam. It was a good day out, the water park is great and the 4d cinema was cool. The rides are average, nothing amazing as they are mostly for kids. But the cable car and views are amazing. However Like every other place in Vietnam, the animal welfare standards are very poor and frankly spoilt my time there! The enclosures are tiny, species are mixed and there’s no shelter or place for them to avoid the crowds of people!! The aquarium was good apart from the turtle enclosure which was absolutely tiny and had tortoise and turtle in!!! The owners must be really stupid to not realise that these are to very different animals, you do not  put a tortoise in a water enclose with only a few rock to climb on! Such a bad quality of life for them. There was about 30 turtle and tortoise crammed into a tiny space and you could tell how distressed they were😣 overall it’s a cool place and a lot of money has been spent and made!  such a shame not on the important things like the animals !!!!!"
Markcviet,VinWonders Nha Trang,2,"There is a variety of attractions to make a good day out for people of all ages. We particularly enjoyed the gardens and the ferris wheel ride. There was a long queue for the cable car in the morning so we caught the boat which was fast and fun; in the afternoon we were able to take the cable car back and enjoy the splendid views of the water and town. One unpleasant experience was the compulsory search of our bags for food and drink, which are forbidden in order to maximize the profits of the restaurants on the island. We witnessed bags of food and bottles of water being brusquely confiscated from families who came prepared with snacks. This process was intrusive and without a legitimate purpose. Unsurprisingly, the food on the island is overpriced and the meals we had were of poor quality."
Aznmintybomb,VinWonders Nha Trang,2,"My family and I came here on February 17th because we have heard so much about the vinpearl amusement park in Nha Trang. So here we thought maybe it would be the same, hence the name VINPEARL!!  but boy oh boy I was wrong, it was a great disappointment. Half of the rides aren’t even as powerful nor nearly as fun as the foreign amusement park. I had fair share great rides such as those of Carowinds in North Carolina, Wonderland of Canada and Universal studio of Florida. As stated by some of comments before, there are NO proper lines to wait..people just randomly skipped us and fitted themselves infront of us wherever they like. Okay fine! I’ll let that line skipping part slide because the wait was not that long. We then decided to head to the water park after we went through most of the ride because like half of the rides are under maintaince. At the water park, my poor 12 years old cousin was not allowed to be in like 90% of the water rides because they deem him too tall for the kiddie slides yet too little for the adult water rides. We were approached by workers telling us that we can’t ride this water slide nor that water slide. Especially the water slide that looks like the funnel with a 4-people floater. You need exactly 4 people to ride the funnel looking water slide, but we only have 3 people. Yet in America, in Canada, in Korea and in vinpearl NHA TRANG even if there are 2 people we can still ride the funnel water slide. You pay so much to go into the park just so people telling you CAN NOT ride anything, and just to go sight seeing. You’ll be disappointed!!"
Ruslan A,VinWonders Nha Trang,2,"Very poor service, sometimes don’t even have a logic in it. Starting from cable car - waiting for about 30-40 mins in both ways = about 1 hour totally ! 8 people for one cable car and it’s ok if they are slim.Going to electric mountain car in this queue of people have to wait around 2-3 hours (of your life under the sun) for 5-7 mins of ride. And if you don’t want to wait you can pay extra 150k which is affecting on the main queue, that means if people’s decide to pay it will increase the time of the usual queue of people. In my opinion it’s just a time killer in this island. Small variety of attractions, I would say it’s for kids or under 15 years old. Poor service on the water attractions, only ONE lifeguard working for 3 slides like a robot and it’s really affecting on the queue (it’s really slow)... and lifeguards really aggressive sometimes.Different colors of the slides it’s hard sometimes to find a way or any instructions where to take these buns, I saw many confused tourists... all the slides working and closing in different time (why they not mentioned it on the map).It’s hot outside no places to seat or hide from the sun, if you want to drink some water: pay. You have to pay for everything on this island and prices higher +100% or 200% from regular prices for example for a  small bottle of water 15k and in regular store (not in this island) you can buy a big one for 10k. I’m a tourist here, but why they cheat me that badly. Water should be free, it’s not a joke. Finally I spent about 8 hours in this place and I can say its not worth it, service is not even close to other parks in other countries (like in North America). Really poor service... everything doesn’t look new. They don’t even have a background music everywhere to create some thematic-happy mood.. you just walking from point “A” to point “B” to wait in different queue and pay double price for everything."
LDL,VinWonders Nha Trang,2,Our teenage grandson was desperate to go. The cable car over was a novelty but didn’t make up for the disappointment when we got there. The food was below average and a third of the menu was not available. The rides were somewhat timid with nothing to really challenge you. I think the place would be ok for smaller children but there is a 1.3 metre height restriction on many rides. Not a fan of seeing large animals being kept in relatively small compounds. Like a lot of places in Vietnam not particularly friendly to people with mobility problems or mobility aids. The Sky Wheel was probably the highlight of the day.
Kate_LD83,VinWonders Nha Trang,2,"Came here during a recent trip to see what all the fuss was about. The toboggan was fun however we had a slow coach in front of us who just stopped their cart every few seconds to take selfies, which kind of ruined the experience for us who were behind and could not pick up any real speed. Very annoying! The main issue we have with this place is the animals do not look in good condition. The bears were pacing up and down which is a sign of distress. The lions were tiny and looked like they needed food. The emus has plucked all their feathers out. The spaces that the animals had to live in were not adequate and at times we couldn’t even see any source of water for them to drink!Come here for the rides if you want, but give the zoo a miss - we wished we hadn’t been."
Preetto,VinWonders Nha Trang,2,"Vinpearl Land has turned into a time & money wasting spot. Except the dolphin show, there’s nothing interesting about the park. Looking at the ticket price, the value in return is minimal. The park is not maintained well & we found most of the water rides very dirty. People spitting in the water and no one to monitor. It was quite disgusting!Along with the tickets, we were given the day’s schedule of the park. We went on Christmas eve and there was a Santa parade supposed to happen near the Ferris wheel. We stayed there for more than 30 minutes waiting for the parade but seems it was cancelled or wrongly put in the schedule. Worst thing is there’s no one available in the information desk or any staff visible around to answer your questions. The support staff at the bouncy beach was quite RUDE. The biggest disappointment was the locker and shower area in water park. Around 5PM we came back to get shower, but the locker staff said they ran out of towels (Seriously!!? The park wasn’t crowded so wondering what would happen on a busy day) I felt it’s just a way for the staff to force people buy new towels from their souvenir shops. Well, shocking part is there’s no hot water and soap in the shower area. Back in 2012, this park was the best attraction in Nha Trang with good service and even utilities like hair dryer too in shower area. Now I can say – AVOID this place."
William L,VinWonders Nha Trang,2,"Vinpearl Land, nothing special here, and nothing for small children, under 1.1M.  Although they charge nearly  It will cost you $80 for 2 adults $30 if the child is 1 meter tall and free if under 1m.  However to ride the vast majority of rides children must be 1.1 -1.3 meters tall.  I truly don't see how so many rate this place as good or excellent.  What a let down. Stay away is my best advice."
emma f,VinWonders Nha Trang,2,Was not that great. Sections of the park were still under construction. We waited in line for the 1hr to ride a rollercoaster that was quite average went fir a couple minutes. Food was not really good. Had to line up for a food card that didn’t work so had to line up again and prove i paid for it initially and then reload money on it. Food tasted like it was a frozen meal. Ferris wheel was the best part because of the view. All in all a 2/5 star is being generous. Go if u want over priced entertainment and hr long waits in lines.
HienBui,VinWonders Nha Trang,2,"This amusement park used to be compact, fun to visit, but now it has grown out of proportion, turning into a Frankenstein island littered with gigantic, bizarre buildings. The park is very popular with the locals and chinese tourists."
Sharron501,VinWonders Nha Trang,2,We had a terrible start when we got there the first 5 rides which are ones she could do anywhere else she was too short.We did the little ones but it was not good for us older people.The best part was the gondola ride over and back but definitely not worth the money charged.
Adam H,VinWonders Nha Trang,2,"Pretty much anything worth going on has height restrictions of 1.5m for almost all water slides and 1.3-1.5 for the other mechanical rides. If these rides were actually scary or had high Gs I would understand but all are very tame. If on their website or the park map this information  was stated, we would not have had to waste our time tracking from ride to ride checking height restrictions. Left with my daughter in tears, I was angry. On the plus side our youngest was free. However if your children fall into the dreaded 1m to 1.3m range I would reconsider the cost of going."
kshyland,VinWonders Nha Trang,2,"My husband and I started off the day having a great time at the water park which had a reasonable variety of rides. We then went on the Alpine coaster and some other rides. The Alpine coaster was a great new ride but there needs to be more warning provided to others to not stop in the middle - we had people in front of us stop halfway down on the fast section to take photos - this was a very dangerous thing to do!!! Unfortunately we ended our day on a sad note by visiting the animals. There was a great variety of animals but they were all very sad in the approximately 35 degree heat. There was hardly any shade and foilage for the animals and they had limited room to move about. The bears were the worst - one bear was pacing in a circle and another bear was standing on the spot shaking its head from side to side repetitively and they both looked like they were having psychotic breakdowns. Most people I saw looking at the animals looked just as sad as I did. I don't understand why such a new park didn't plan and build a park that would look after the animals better. For a place that is meant to be designed to be surrounded by beautiful nature, it's a stark contrast to the conditions that have been designed for the animals to live in."
Emma L,VinWonders Nha Trang,2,"We spent the whole day there with my friend (we’re French) and we’re pretty disappointed:- the fun park is very small and not fun for anyone else than kids (far from Disneyland, Europapark,...)- food is terrible and there’s no choice (stick to local food) - cable car was under maintenance so we got the speedboat instead which was actually faster and well organized - the “village” is actually a ghost town - the water park is alright, fun slides but could be better organized - the zoo was heartbreaking +- the view was amazing - the beach is really nice, thin white sand and a few fun activities for an extra cost like flyboard,.. - the area is quite small which allows you to walk around it easily - the dolphin show is very nice and is the light show (make sure to ask the staff the show times) I wouldn’t go again nor recommend it except to families with kids."
Susan S,VinWonders Nha Trang,2,We read about the cable car trip over the ocean to Vin Pearl and made a special effort to get there. It was not working and from the accounts of others seldom is. It was a wasted expense of long taxi rides. Advice is get the resort to check its operating.
vnpch,VinWonders Nha Trang,2,"Ticket was $880,000 Dong ($52Aus). Cable car is currently 'under maintenance' so we had to take a complimentary 10min boat ride to Vinpearl Land instead. As compensation we were given a fast food voucher however, the line up was crazy long so we ended up eating else where. Lots of rides were under maintenance which was disappointing but if you include the water park rides there should be enough to keep you occupied for as least half the day. Most of the water slides require you to be 1.2-1.5meters tall so some younger kids may miss out on the more adventurous rides. Would recommend the Ferris wheel, great opportunity to relax and take nice photos of the theme park. Overall, worth a visit but don't your hopes up with wanting to go on a particular ride as it may not be available on the day."
Renèe,VinWonders Nha Trang,2,"Exhorborant entrance fee, limited rides, odd opening and closing tmes for rides. long waits on some rides. Most of the place was closed or closed for renovation.  Better things to do in Nha Trang"
Swanston67,VinWonders Nha Trang,2,The only good thing about this place was the cable car trip over. Dolphin show awful ...it's like a building site all round it. Good prices were high and good basic. If you have children they will love it.
robboandshazz,VinWonders Nha Trang,2,"Had high expectations of a great day out, as usual the queue was long but moved freely The cable car ride was greatGot to the island and cracked the first roller coaster and thought it was going to be a day to remember In short The roller coaster rides were good especially the luge ride The water park was hit and miss, meaning that the rides were in use depending if there was an attendant present at the time A huge area of retail which was for the majority was closed Not a lot of food options, there are more options to buy diamond jewellery at an amusement park"
2AYEARFROMNOW,VinWonders Nha Trang,2,"Expensive and overrated for what you get and what is actually working on the day.None of the staff look happy they are all miseragle.Restaurants served basic amusement park food.There is absolutely no comparison to Disneyland at this place.Save your money and try and go to Disneyland.Have been once now won't go back,nothing interesting."
Miguel R,VinWonders Nha Trang,2,"Very bad service at lotteria restaurant, hamburger was cold and very bad services, quality very bad if you ask for beverage with not ice you receive half glass of liquid very disappointed overall services of this place"
paige_germain,VinWonders Nha Trang,2,"Overall amusement park was good but the animal enclosures were bad to say the least. Not only did some animals look distressed and uncomfortable but the enclosures were very small and bare (particularly the lions, tigers and hyenas). The amount of money that would currently be going into constructions around the park could seriously be put towards a better life for the animals. Massive thumbs down to this area of the amusement park."
Idan O,VinWonders Nha Trang,2,"the weather is a big problem.. if it's cold and windy - many facilities are closed.. we came today with a lot of expectations because of the comments, but unfortunately many slides and facilities that we planned to do were closed. we shouldn't come  if the weather is not sunny. the park is very big and has many attractions if you arrive in a good day. we had a bad luck and it was disappointing"
Rachel P,VinWonders Nha Trang,2,We have visited many amusement parks and we accept that there are usually high restrictions . However what we did not expect is that not only were many rides limited to 1.3 meters in hight to ride but so were all the Water slides ; this resulted in our 7 year old been unable to ride any of the slides and a number of the rides . Having had to purchase a child’s ticket for him this was very annoying . I was unable to find this restriction in any easy to access place so if your taking small kids not great for them . The park does check bags for outside food and drink so be careful if your taking it in . It was still an ok day but I would not be going back.
SIMON P,VinWonders Nha Trang,2,Coming here for a second time it is great to see the newly added Ferris Wheel and Bio Domes are a fantastic addition to the park. The Japanese garden and pagoda are worth visiting up there and ride 71 the Alpine luge is worth the queue.But then there is the catering or lack of it. The choices are limited and having to line up for 75 minutes for a menu where 8 of the 10 options were not available at 1.30pm in Loteria is just not acceptable for what is billed as Vietnam’s leading amusement park. The icecream shop that ran out of ice creams by 11am was just another example of badly getting it wrong. Getting something to eat when spending 8 hours at a park should not be an exasperating time consuming and tAsteless experience. Sadly this is the second time visiting the park for the same bad food experience and they clearly do not read the feedback comments to make any changes. And this badly let’s down what is otherwise a fun day out.
blueboya14,VinWonders Nha Trang,2,"Too remote from the real Vietnam.  Stay home and go to own local amusement park.  Prices high as not near any local shopping centre.  Breakfast very crowded as one country strongly promotes as a destination for their people, their arrogance totally ruined our holiday"
mzjackii,VinWonders Nha Trang,2,"We visited Vinpearl land mid November - on the other side of the island you would be mistaken in thinking this is going to be the best theme park on earth - bright lights at night, a massive Ferris wheel and even a zoo! All of the advertisements for vinpearl land would have you thinking that this will be a huge day of fun with so much to see and do. Our first impression of vinpearl land is where you stand in a queue for half an hour waiting for a gondola with 100 other people to take you across the water to this magical land. We were lucky enough to have had a good taxi driver who stopped on the side of the road at a milk bar sort of place to get us our tickets otherwise we would have been waiting in another queue for that also. The cost for 2 tickets was 1.6 million which gives you access to the whole park, and a return gondola ride.Upon arrival at the park there are lots of pretty castles and the park had an abandoned fairy tale like ambience to it. As we walked around we noticed a lot of abandoned places where food outlets used to be and many of the rides closed. We went on 3 rides before deciding to give up and go to the water park. The water park wasn't really much better, the slides old and leaking and much of them closed. We did notice that some opened up later in the day but that meant other rides closing so we can only assume that perhaps they do not have enough staff to operate all of the rides. When it came time to hunt for some lunch we were severely let down. There were 2 places open in the water park, a 'BBQ' open bar and a Diner type establishment with 9 meals on offer, none of which looked appetising in the slightest. We ended up going for the potato swirl on a stick and decided we would just eat once we left. We did visit the aquarium which was very loud and crowded and not really very impressive. it did seem that the fish were looked after and had enough space to live. The zoo also seemed to be looking after its animals which was nice to see. The zoo had some interesting animals and the exhibits looked to be clean and had some stimulation for the animals.Overall vinpearl theme park seems very much like where old rides from around the world go to die and you shouldn't expect much from this place. It is an experience more than anything and makes you realise how lucky some other countries are."
